dimension_index,feature_group,candidate_slot,feature_name,source_field,encoding_rule,padding_rule,korean_description,why_used,value_meaning
620,candidate,30,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 30번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
621,candidate,30,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 30번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
622,candidate,30,bbox_y,candidate.bbox[1],clamp(value / 4096),0 when candidate slot is absent,후보 요소 30번의 후보 요소 위쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
623,candidate,30,bbox_width,candidate.bbox[2],clamp(value / 4096),0 when candidate slot is absent,후보 요소 30번의 후보 요소의 너비,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
624,candidate,30,bbox_height,candidate.bbox[3],clamp(value / 4096),0 when candidate slot is absent,후보 요소 30번의 후보 요소의 높이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
625,candidate,30,has_text,candidate.has_text,boolean,0 when candidate slot is absent,후보 요소 30번의 후보 요소에 읽을 수 있는 텍스트가 있는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
626,candidate,30,text_length,candidate.text_length,clamp(value / 512),0 when candidate slot is absent,후보 요소 30번의 후보 요소 텍스트의 길이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
627,candidate,30,has_data_bug_id,candidate.has_data_bug_id,boolean,0 when candidate slot is absent,후보 요소 30번의 오류 정답 식별자인 data-bug-id 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
628,candidate,30,has_data_testid,candidate.has_data_testid,boolean,0 when candidate slot is absent,후보 요소 30번의 테스트용 식별자인 data-testid 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
629,candidate,31,role_button,candidate.role,1 if role == button else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'button'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 button 역할, 0이면 다른 역할"
630,candidate,31,role_link,candidate.role,1 if role == link else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'link'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 link 역할, 0이면 다른 역할"
631,candidate,31,role_textbox,candidate.role,1 if role == textbox else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'textbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 textbox 역할, 0이면 다른 역할"
632,candidate,31,role_combobox,candidate.role,1 if role == combobox else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'combobox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 combobox 역할, 0이면 다른 역할"
633,candidate,31,role_checkbox,candidate.role,1 if role == checkbox else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'checkbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 checkbox 역할, 0이면 다른 역할"
634,candidate,31,role_radio,candidate.role,1 if role == radio else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'radio'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 radio 역할, 0이면 다른 역할"
635,candidate,31,role_menuitem,candidate.role,1 if role == menuitem else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'menuitem'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 menuitem 역할, 0이면 다른 역할"
636,candidate,31,role_tab,candidate.role,1 if role == tab else 0,0 when candidate slot is absent,후보 요소 31번의 역할이 'tab'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 tab 역할, 0이면 다른 역할"
637,candidate,31,visible,candidate.visible,boolean,0 when candidate slot is absent,후보 요소 31번의 후보 요소가 화면에 보이는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
638,candidate,31,enabled,candidate.enabled,boolean,0 when candidate slot is absent,후보 요소 31번의 후보 요소가 활성화되어 조작 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
639,candidate,31,clickable,candidate.clickable,boolean,0 when candidate slot is absent,후보 요소 31번의 후보 요소가 클릭 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
640,candidate,31,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 31번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
641,candidate,31,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 31번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
642,candidate,31,bbox_y,candidate.bbox[1],clamp(value / 4096),0 when candidate slot is absent,후보 요소 31번의 후보 요소 위쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
643,candidate,31,bbox_width,candidate.bbox[2],clamp(value / 4096),0 when candidate slot is absent,후보 요소 31번의 후보 요소의 너비,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
644,candidate,31,bbox_height,candidate.bbox[3],clamp(value / 4096),0 when candidate slot is absent,후보 요소 31번의 후보 요소의 높이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
645,candidate,31,has_text,candidate.has_text,boolean,0 when candidate slot is absent,후보 요소 31번의 후보 요소에 읽을 수 있는 텍스트가 있는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
646,candidate,31,text_length,candidate.text_length,clamp(value / 512),0 when candidate slot is absent,후보 요소 31번의 후보 요소 텍스트의 길이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
647,candidate,31,has_data_bug_id,candidate.has_data_bug_id,boolean,0 when candidate slot is absent,후보 요소 31번의 오류 정답 식별자인 data-bug-id 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
648,candidate,31,has_data_testid,candidate.has_data_testid,boolean,0 when candidate slot is absent,후보 요소 31번의 테스트용 식별자인 data-testid 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
649,runtime,,url_changed,runtime_signals.url_changed,boolean,,직전 행위 이후 URL이 변경됐는지 여부,직전 행위가 페이지에 실제 변화를 만들었는지 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
650,runtime,,last_action_error,runtime_signals.last_action_error,boolean,,직전 행위 실행 중 오류가 발생했는지 여부,직전 행위가 페이지에 실제 변화를 만들었는지 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
651,runtime,,elapsed_time,runtime_signals.elapsed_time,clamp(value / 300),,관측 또는 실행 후 경과 시간,직전 행위가 페이지에 실제 변화를 만들었는지 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
652,layout,,layout_overlap_count,layout_signals.layout_overlap_count,clamp(value / 128),,서로 겹친 것으로 관측된 화면 요소 수,화면 요소 겹침과 같은 시각적 오류 가능성을 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
653,infra,,port_open,infra_signals.port_open,boolean,,대상 서버 포트가 열려 있는지 여부,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
654,infra,,health_check_ok,infra_signals.health_check_ok,boolean,,서버 상태 확인 요청이 정상인지 여부,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
655,infra,,response_status,infra_signals.response_status,clamp(value / 1000),,서버가 반환한 HTTP 상태 코드,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
656,infra,,response_latency_ms,infra_signals.response_latency_ms,clamp(value / 10000),,서버 응답 지연시간(ms),프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
657,infra,,timeout_occurred,infra_signals.timeout_occurred,boolean,,요청 시간 초과 발생 여부,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
658,infra,,server_5xx_count,infra_signals.server_5xx_count,clamp(value / 20),,서버 오류(HTTP 5xx) 발생 횟수,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
659,infra,,server_4xx_count,infra_signals.server_4xx_count,clamp(value / 20),,클라이언트 오류(HTTP 4xx) 발생 횟수,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
660,infra,,server_log_exception_count,infra_signals.server_log_exception_count,clamp(value / 50),,서버 로그에서 발견한 예외 횟수,프론트 화면 밖의 서버·네트워크 장애 신호를 함께 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
